species,eoo_aus,aoo_aus
Acacia laricina var. crassifolia,3828.294799,72
Acacia laricina var. laricina,60353.55816,140
Acacia lasiocalyx,445030.5593,1036
Acacia lasiocarpa,248290.4817,196
Acacia lasiocarpa var. bracteolata,202736.9397,448
Acacia lasiocarpa var. bracteolata Long Peduncle variant (G.J.Keighery 5026),37994.70494,40
Acacia lasiocarpa var. lasiocarpa,862306.8973,444
Acacia lasiocarpa var. lasiocarpa Cockleshell Gully variant (E.A.Griffin 2039),913.7149763,32
Acacia lasiocarpa var. sedifolia,129007.2008,756
Acacia lateriticola,47862.43428,464
Acacia lateriticola var. Glabrous variant (B.R.Maslin 6765),616.6937684,16
Acacia latescens,442850.1887,712
Acacia latifolia,1560161.221,424
Acacia latior,57050.80602,220
Acacia latipes,308983.7881,468
Acacia latipes subsp. latipes,296100.1176,424
Acacia latipes subsp. licina,17866.37679,52
Acacia latisepala,36962.27393,184
Acacia latzii,10275.86422,96
Acacia lauta,4482.385868,28
Acacia lazaridis,324391.9856,416
Acacia leeuweniana,1041.904412,16
Acacia legnota,106911.1968,204
Acacia leichhardtii,119779.5557,312
Acacia leiocalyx,1127676.588,760
Acacia leiocalyx subsp. herveyensis,202241.4386,168
Acacia leiocalyx subsp. leiocalyx,642774.7854,2044
Acacia leioderma,20226.41874,376
Acacia leioderma var. Fitzgerald River N.P. variant (A.S.George 9922),101.5748361,12
Acacia leiophylla,108341.7275,664
Acacia lentiginea,48384.68392,24
Acacia leprosa,464890.9511,96
Acacia leprosa var. crassipoda,2141.270002,40
Acacia leprosa var. graveolens,437131.8389,448
Acacia leprosa var. leprosa,165553.1576,36
Acacia leprosa var. magna,1268.391777,40
Acacia leprosa var. uninervia,67717.03221,160
Acacia leptalea,257.3901564,12
Acacia leptocarpa,4255656.17,2220
Acacia leptoclada,43261.07463,284
Acacia leptoloba,280545.255,332
Acacia leptoneura,0,8
Acacia leptopetala,617714.5439,452
Acacia leptophleba,1069564.635,436
Acacia leptospermoides,65255.31599,56
Acacia leptospermoides subsp. leptospermoides,190332.9153,580
Acacia leptospermoides subsp. obovata,6279.2724,64
Acacia leptospermoides subsp. psammophila,3033.899311,64
Acacia leptostachya,2541218.249,2500
Acacia leucoclada,34421.61354,48
Acacia leucoclada subsp. argentifolia,133702.3953,280
Acacia leucoclada subsp. leucoclada,222107.1374,324
Acacia leucolobia,479770.2808,236
Acacia levata,4816.225089,40
Acacia ligulata,6667400.919,8644
Acacia ligustrina,905318.1612,364
Acacia limbata,1109013.011,376
Acacia linarioides,211917.3851,240
Acacia linearifolia,41895.76641,76
Acacia lineata,1221728.992,1068
Acacia lineolata,2876884.757,56
Acacia lineolata subsp. lineolata,199017.4691,320
Acacia lineolata subsp. multilineata,15093.3402,44
Acacia linifolia,365276.149,812
Acacia lirellata,0,8
Acacia lirellata subsp. compressa,10763.59839,72
Acacia lirellata subsp. lirellata,13796.00502,52
Acacia littorea,113365.3743,472
Acacia lobulata,318.6991891,24
Acacia loderi,459428.6877,468
Acacia longifolia,3460506.811,428
Acacia longifolia subsp. longifolia,3853755.184,1868
Acacia longifolia subsp. sophorae,3511912.159,2348
Acacia longipedunculata,227786.0885,156
Acacia longiphyllodinea,49069.48674,180
Acacia longispicata,710917.7072,1196
Acacia longispinea,357291.6991,628
Acacia longissima,370574.2286,420
Acacia loroloba,24754.27047,228
Acacia loxophylla,42981.4448,40
Acacia lucasii,7058.412615,100
Acacia lullfitziorum,36934.80134,104
Acacia lumholtzii,0.631868256,8
Acacia lunata,36800.91584,224
Acacia luteola,64547.26717,464
Acacia lycopodiifolia,1608461.968,1396
Acacia lysiphloia,2386994.418,1952
Acacia mabellae,238242.0097,408
Acacia macdonnellensis,67947.28838,32
Acacia macdonnellensis subsp. macdonnellensis,481613.1272,492
Acacia macdonnellensis subsp. teretifolia,125867.9528,140
Acacia mackenziei,0,8
Acacia mackeyana,105491.0778,380
Acacia macnuttiana,3247.892107,124
Acacia maconochieana,100048.5394,108
Acacia macraneura,689233.0391,196
Acacia maidenii,1573789.899,896
Acacia maitlandii,2866958.692,1800
Acacia malloclada,34843.35135,28
Acacia mangium,3702023.594,596
Acacia manipularis,17252.93805,24
Acacia maranoensis,5930.529626,96
Acacia mariae,191971.824,332
Acacia marramamba,375130.5604,196
Acacia masliniana,354965.8455,200
Acacia matthewii,5952.809871,104
Acacia maxwellii,574886.3885,188
Acacia mearnsii,2638878.001,1976
Acacia megacephala,31657.58211,64
Acacia megalantha,711716.5613,316
Acacia meiantha,3117.915323,72
Acacia meiosperma,80831.40013,156
Acacia meisneri,20508.28225,232
Acacia melanoxylon,5826240.803,3892
Acacia melleodora,3478131.079,2992
Acacia melvillei,989736.0747,1072
Acacia menzelii,766519.1705,180
Acacia merinthophora,128374.521,212
Acacia merrallii,1312157.781,1664
Acacia merrickiae,530.0936878,16
Acacia microbotrya,1480292.089,1048
Acacia microcalyx,453433.7893,108
Acacia microcarpa,394573.4472,956
Acacia microcybe,72135.91594,112
Acacia microneura,213708.1769,28
Acacia microsperma,338739.8644,244
Acacia midgleyi,1222632.372,284
Acacia mimica,6131.15635,16
Acacia mimica var. angusta,23072.86892,200
Acacia mimica var. mimica,54160.35912,164
Acacia mimula,85303.79632,356
Acacia minniritchi,63667.41608,144
Acacia minutifolia,525971.8955,220
Acacia minutissima,52390.51138,52
Acacia minyura,2871855.751,784
Acacia mitchellii,419175.242,604
Acacia mitodes,0,4
Acacia moirii,NA,4
Acacia moirii subsp. dasycarpa,12934.25134,132
Acacia moirii subsp. moirii,32342.85982,172
Acacia moirii subsp. recurvistipula,78472.95206,228
Acacia mollifolia,1060347.036,208
Acacia montana,851736.5999,1344
Acacia monticola,3679227.406,2172
Acacia mooreana,36672.14815,260
Acacia mountfordiae,23993.57838,100
Acacia mucronata,353826.564,440
Acacia mucronata subsp. dependens,105687.3556,488
Acacia mucronata subsp. longifolia,332627.2208,816
Acacia mucronata subsp. mucronata,199192.0323,584
Acacia muelleriana,295519.7154,300
Acacia mulganeura,1168808.379,516
Acacia multisiliqua,2111566.518,1540
Acacia multispicata,310521.3684,1348
Acacia multistipulosa,2912.835281,116
Acacia muriculata,0,8
Acacia murrayana,5294279.699,3416
Acacia mutabilis,48314.28666,56
Acacia mutabilis subsp. angustifolia,68465.76343,152
Acacia mutabilis subsp. incurva,5633.476374,36
Acacia mutabilis subsp. mutabilis,67724.21073,276
Acacia mutabilis subsp. rhynchophylla,1029.997009,32
Acacia mutabilis subsp. stipulifera,7091.622495,32
Acacia mutabilis subsp. Young River (G.F.Craig 2052),0.290534809,8
Acacia myrtifolia,7016134.514,4980
Acacia nanodealbata,266995.0787,208
Acacia nanopravissima,776.6946506,24
Acacia nematophylla,40205.38467,576
Acacia neobrachycarpa,134547.4591,164
Acacia neorigida,26884.99808,148
Acacia neriifolia,897968.4209,1532
Acacia nervosa,299717.5087,596
Acacia nesophila,81362.61901,308
Acacia neurocarpa,2051679.917,628
Acacia neurophylla,204011.2839,80
Acacia neurophylla subsp. erugata,295439.4107,528
Acacia neurophylla subsp. neurophylla,209247.6295,252
Acacia newbeyi,18095.85873,52
Acacia nigricans,138233.5911,280
Acacia nigripilosa,40328.0808,44
Acacia nigripilosa subsp. latifolia,4505.484265,40
Acacia nigripilosa subsp. nigripilosa,158062.0492,464
Acacia nitidula,67512.50713,88
Acacia nivea,38752.95311,80
Acacia nodiflora,682060.0994,40
Acacia notabilis,412368.9987,1176
Acacia nuperrima,902012.9972,680
Acacia nyssophylla,2864217.699,1716
Acacia obesa,7646.414266,48
Acacia obliquinervia,399615.5428,1228
Acacia obovata,187625.7752,216
Acacia obtecta,23766.37238,128
Acacia obtriangularis,0,4
Acacia obtusata,86574.42657,264
Acacia obtusifolia,321083.3936,884
Acacia octonervia,11362.50114,144
Acacia oldfieldii,27323.46885,216
Acacia olgana,943804.7077,340
Acacia oligoneura,129230.4564,160
Acacia olsenii,25708.13957,40
Acacia ommatosperma,4761.51604,56
Acacia oncinocarpa,879062.8166,884
Acacia oncinophylla,661.1796861,16
Acacia oncinophylla subsp. oncinophylla,6747.575537,56
Acacia oncinophylla subsp. patulifolia,9057.67708,48
Acacia ophiolithica,1707.873363,104
Acacia oraria,288099.0576,580
Acacia orbifolia,95676.20211,204
Acacia orites,72512.95594,108
Acacia orthocarpa,2476226.902,1200
Acacia orthotricha,185347.0895,164
Acacia orthotropica,0,4
Acacia oshanesii,172148.9625,368
Acacia oswaldii,5203171.489,5652
Acacia oxycedrus,670153.7711,916
Acacia oxyclada,137411.6534,104
Acacia pachyacra,691493.6365,616
Acacia pachycarpa,980933.1018,160
Acacia pachyphylla,30489.89867,164
Acacia pachypoda,63140.68911,212
Acacia palustris,69863.32681,96
Acacia papulosa,614.8495638,16
Acacia papyrocarpa,4492098.913,1428
Acacia paradoxa,5624732.362,3000
Acacia paraneura,2290954.833,956
Acacia parkerae,5367.683169,28
Acacia parramattensis,1327460.424,872
Acacia parvipinnula,181587.4269,540
Acacia pataczekii,4993.673467,96
Acacia patagiata,97567.12095,344
Acacia paula,178.8031573,12
Acacia pedina,26483.17834,76
Acacia pedleyi,29735.6045,80
Acacia pellita,601846.3048,392
Acacia pelophila,434.5314515,24
Acacia pendula,1297349.102,916
Acacia penninervis,1182435.998,500
Acacia penninervis var. longiracemosa,466123.8649,376
Acacia penninervis var. penninervis,928298.0777,1328
Acacia pentadenia,77362.98666,168
Acacia pentadenia subsp. pentadenia,14338.41767,324
Acacia pentadenia subsp. syntoma,1268.820374,92
Acacia perpusilla,0,8
Acacia perryi,366328.1201,248
Acacia petraea,212817.0928,348
Acacia petricola,223.7237073,12
Acacia peuce,248254.9812,284
Acacia phacelia,2311.160451,20
Acacia phaeocalyx,16915.24206,84
Acacia pharangites,53.04853716,12
Acacia phasmoides,4157.174099,64
Acacia phlebocarpa,2995153.601,472
Acacia phlebopetala,34516.90739,20
Acacia phlebopetala var. phlebopetala,13005.84505,136
Acacia phlebopetala var. pubescens,768.3946584,24
Acacia phlebophylla,11897.95915,72
Acacia pickardii,36403.01162,112
Acacia piligera,15343.6835,172
Acacia pilligaensis,160963.7876,252
Acacia pinguiculosa,11.84992333,12
Acacia pinguiculosa subsp. pinguiculosa,5474.430217,140
Acacia pinguiculosa subsp. teretifolia,50778.10474,152
Acacia pinguifolia,29020.75626,240
Acacia platycarpa,3459416.195,1980
Acacia plautella,766.9036925,28
Acacia plectocarpa,933048.7105,248
Acacia plectocarpa subsp. plectocarpa,1067132.631,1040
Acacia plectocarpa subsp. tanumbirinensis,477866.1695,212
Acacia plicata,798.24463,32
Acacia podalyriifolia,5164959.67,780
Acacia polifolia,80620.75039,296
Acacia poliochroa,59452.83128,180
Acacia polyadenia,33882.99761,40
Acacia polybotrya,233512.1961,772
Acacia polystachya,1528023.791,908
Acacia porcata,4.949010784,20
Acacia praelongata,118402.8177,232
Acacia praemorsa,983.5651519,28
Acacia praetermissa,2418.15531,44
Acacia prainii,2542522.263,1128
Acacia pravifolia,2035598.502,672
Acacia pravissima,1941889.758,664
Acacia preissiana,37714.42574,236
Acacia prismifolia,0,8
Acacia pritzeliana,30311.51546,148
Acacia producta,223715.992,424
Acacia profusa,5147.439157,116
Acacia proiantha,2688.608289,48
Acacia prolata,7796.654291,60
Acacia prominens,2244926.117,272
Acacia provincialis,2854525.117,1044
Acacia pruinocarpa,1448262.375,1120
Acacia pruinosa,668366.2703,532
Acacia pteraneura,2394454.322,900
Acacia pterocaulon,592.4976086,28
Acacia ptychoclada,639.8703374,76
Acacia ptychophylla,405605.9748,244
Acacia pubescens,633329.4006,272
Acacia pubicosta,13512.39795,40
Acacia pubifolia,131050.1035,128
Acacia pubirhachis,125611.8104,204
Acacia pulchella,2819720.336,424
Acacia pulchella var. glaberrima,765266.8449,1036
Acacia pulchella var. goadbyi,772875.5352,496
Acacia pulchella var. pulchella,1004929.729,1192
Acacia pulchella var. reflexa,15971.48767,196
Acacia pulviniformis,27696.66518,168
Acacia puncticulata,28059.9242,196
Acacia purpureopetala,813.8530989,124
Acacia pusilla,327.1622065,68
Acacia pustula,159745.4669,404
Acacia pycnantha,2801908.372,3768
Acacia pycnocephala,99868.3646,256
Acacia pycnostachya,5058.844657,80
Acacia pygmaea,53.04853716,12
Acacia pyrifolia,1409534.961,488
Acacia pyrifolia var. morrisonii,309327.0682,176
Acacia pyrifolia var. pyrifolia,786991.6713,628
Acacia quadrilateralis,535745.4664,452
Acacia quadrimarginea,668056.3034,492
Acacia quadrisulcata,15708.31176,84
Acacia quinquenervia,28691.16257,112
Acacia quornensis,1997.946451,68
Acacia racospermoides,79088.30933,156
Acacia ramiflora,122658.8105,156
Acacia ramulosa,2977767.199,736
Acacia ramulosa var. linophylla,2488583.353,1512
Acacia ramulosa var. ramulosa,3546939.838,2428
Acacia recurvata,1341.194119,16
Acacia redolens,52797.05333,220
Acacia rendlei,47008.23317,76
Acacia repanda,2037.95242,32
Acacia repens,1589.799481,28
Acacia resinicostata,211579.6985,96
Acacia resinimarginea,398122.3816,548
Acacia resinistipulea,77565.04382,124
Acacia resinosa,217655.3266,204
Acacia restiacea,284240.2297,676
Acacia retinervis,107957.5813,336
Acacia retivenea,2233804.913,136
Acacia retivenea subsp. clandestina,693109.4522,208
Acacia retivenea subsp. retivenea,1535901.239,932
Acacia retrorsa,586.7428612,32
Acacia rhamphophylla,6626.133479,20
Acacia rhetinocarpa,29688.80817,264
Acacia rhigiophylla,1380864.507,276
Acacia rhodophloia,2120558.111,1232
Acacia rhodoxylon,180911.7289,260
Acacia riceana,18742.39932,408
Acacia richardsii,6413.80061,72
Acacia ridleyana,16093.22601,36
Acacia rigens,3875716.753,2960
Acacia rigescens,398.0702029,28
Acacia rivalis,111006.3401,568
Acacia robeorum,109523.8105,100
Acacia robiniae,106636.2872,108
Acacia rossei,33137.79813,248
Acacia rostellata,140006.2832,136
Acacia rostellifera,3538731.702,1232
Acacia rostriformis,4102.622153,76
Acacia rothii,509275.6385,472
Acacia roycei,59961.27961,144
Acacia rubida,885967.5106,1820
Acacia rubricaulis,5597.762612,48
Acacia rubricola,111.02729,32
Acacia rupicola,525455.6159,952
Acacia ruppii,22882.66882,192
Acacia ryaniana,32578.01399,40
Acacia sabulosa,573227.7649,212
Acacia saliciformis,7654.092165,220
Acacia salicina,6760733.971,3080
Acacia saligna,4309267.089,3508
Acacia saxatilis,117018.7648,128
Acacia saxicola,333.7211831,20
Acacia scalena,5334.398771,56
Acacia scalpelliformis,6128.551427,52
Acacia schinoides,753284.3651,228
Acacia sciophanes,106.0181803,12
Acacia scirpifolia,139164.117,436
Acacia scleroclada,57798.56944,100
Acacia sclerophylla,2335049.03,164
Acacia sclerophylla var. pilosa,8096.434815,28
Acacia sclerophylla var. sclerophylla,1096531.859,1704
Acacia sclerophylla var. teretiuscula,43568.52179,68
Acacia sclerosperma,1788907.822,180
Acacia sclerosperma subsp. glaucescens,175043.2974,52
Acacia sclerosperma subsp. sclerosperma,911005.0854,1276
Acacia scopulorum,15538.60827,140
Acacia seclusa,0,4
Acacia sedifolia subsp. pulvinata,3257.769406,36
Acacia sedifolia subsp. sedifolia,1028.86708,52
Acacia semicircinalis,2564.808185,20
Acacia semilunata,99650.14494,300
Acacia semirigida,163404.6327,208
Acacia semitrullata,21286.83767,152
Acacia sericata,844191.4853,136
Acacia sericocarpa,96492.22561,204
Acacia sericoflora,46258.02706,200
Acacia sericophylla,4658490.283,2020
Acacia serpentinicola,421.1652493,32
Acacia sertiformis,195275.8167,460
Acacia sessilis,480836.5215,412
Acacia sessilispica,117725.1929,232
Acacia setulifera,1131989.069,220
Acacia shapelleae,53.26829346,12
Acacia shirleyi,2786447.633,1576
Acacia shuttleworthii,684048.66,156
Acacia sibilans,493547.0985,204
Acacia sibina,507845.0316,536
Acacia sibirica,3653002.035,2724
Acacia siculiformis,598979.0044,920
Acacia signata,145591.7409,272
Acacia silvestris,49198.13852,368
Acacia simmonsiana,241269.0337,268
Acacia simsii,4745807.027,1652
Acacia simulans,51.09142942,12
Acacia singula,7556.5255,52
Acacia smeringa,10702.92629,20
Acacia solenota,473.1714559,44
Acacia sorophylla,13132.85281,100
Acacia sp. (Boyd Creek A.R.Bean 19248),232.0153394,12
Acacia sp. (Jericho G.R. Beeston 1065C),27.46724511,12
Acacia sp. (Richards Creek J.R. Clarkson 5249),34.40562404,16
Acacia sp. Airlie Island (V.Long VL 163),6747.050565,40
Acacia sp. Ambathala (C.Sandercoe 624),20330.17168,32
Acacia sp. Baroalba (K.G.Brennan 186),14664.55504,52
Acacia sp. Biloela (T.Shepard A32),NA,8
Acacia sp. Blyth Range (W.V.Fitzgerald s.n. 1898),5993.016471,24
Acacia sp. Bulburin (W.J.McDonald 3208),665.5343214,16
Acacia sp. Cadoux (B.R.Maslin 5786),55717.40805,44
Acacia sp. Cape Arid (A.S.Weston 8164),3997.631793,12
Acacia sp. Charters Towers (E.J.Thompson+ 347),1587.860712,12
Acacia sp. Cockburn Range (R.Pullen 10.763),14211.47297,12
Acacia sp. Comet (L.Pedley 4091),154183.0533,124
Acacia sp. Dinner Creek (K.G.Brennan 354),1903.43985,24
Acacia sp. Edgar Range (S.D.Hopper 1763),174.8673623,16
Acacia sp. El Sharana (N.B.Byrnes 1326),100732.5911,84
Acacia sp. Esperance (M.A.Burgman 1833b),NA,4
Acacia sp. F Kimberley Flora (J.J.Alford 557),NA,4
Acacia sp. Fermoy Road (I.V.Newman 487),17792.63813,36
Acacia sp. Gayndah (P.I.Forster+ PIF24863),NA,4
Acacia sp. Gimbat (J.Russell-Smith 5223),81.297305,20
Acacia sp. Goodlands (B.R.Maslin 7761),266.9584494,12
Acacia sp. Gove (N.B.Byrnes 2586),7834.561993,28
Acacia sp. Hervey Range (G.Cocks AQ398930),NA,8
Acacia sp. Indiana Station (P.K.Latz 4430),0.221958335,8
Acacia sp. Iron Range (D.G.Fell DF2327),0,8
Acacia sp. Jim Jim Falls (M.Lazarides 9075),1619.138226,48
Acacia sp. Jimblebar (S.van Leeuwen 1342),22.64383215,20
Acacia sp. Kalannie (B.R.Maslin 7571),23.72403609,12
Acacia sp. Kalannie (B.R.Maslin 7706),2275.347984,52
Acacia sp. Kalannie North (B.R.Maslin 7702),0,8
Acacia sp. Kalannie North East (B.R.Maslin 7519),NA,4
Acacia sp. Kokeby (L.Preiss 937),NA,4
Acacia sp. Krichauff Range (A.Soos 241),15.34970489,20
Acacia sp. Kununurra (G.Lullfitz 6195),176194.9603,332
Acacia sp. Lake Disappointment (S.van Leeuwen 2865),985.1917268,20
Acacia sp. Lake King (R.Hnatiuk 760791),3105.239297,24
Acacia sp. Lake Mackay (P.K.Latz 12836),65539.84722,80
Acacia sp. Laterite (I.D.Cowie 8754),38.68916867,8
